Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
3,3,7,0.523647665977478,1.0,0.801544725894928,0,31.38470965295043
2,3,2,0.5136849284172058,0.9924357533454895,0.9999997615814209,1,289.64633607211397
7,3,4,0.9248272776603699,0.9994276165962219,0.9362893104553223,2,401.94526990623984
1,2,2,0.9933145642280579,1.0,0.9917173981666565,3,0.0
7,3,7,0.999993085861206,0.9999998807907104,1.0,0,513.2718577907813
5,3,7,0.9998531341552734,0.9999871253967285,0.9978177547454834,0,502.53457592488104
5,2,2,0.612563967704773,1.0,0.9999650716781616,3,129.5569372901351
5,2,7,0.6694556474685669,0.9998894929885864,0.9889367818832397,4,198.05554776375237
4,9,8,0.9902347326278687,0.7002965211868286,0.6045956015586853,1,214.92789488570347
7,2,4,0.6485610008239746,1.0,1.0,1,316.2483201536413
6,8,8,0.49895113706588745,0.9999955892562866,0.999974250793457,0,962.786580712465
7,4,5,0.7532065510749817,0.9889344573020935,1.0,0,0.0
4,7,7,0.5673204064369202,0.9999827146530151,1.0,0,0.0
1,3,7,0.9113225936889648,0.9999994039535522,0.5917069315910339,0,519.281234014864
0,9,7,0.8245577216148376,0.8704307079315186,0.9999997615814209,0,1314.248454440788
6,2,2,0.9999209642410278,0.999884843826294,0.9972065091133118,4,1827.8739015588576
7,2,4,0.7417207956314087,0.9832204580307007,0.9989429116249084,1,417.99880382603965
7,7,2,0.9995517134666443,0.9871366024017334,0.5364392399787903,0,439.9784085611475
5,7,7,0.5731323957443237,0.9998866319656372,0.9987902045249939,1,276.3132280583034
5,2,2,0.9019007086753845,1.0,0.8541300892829895,3,865.1757046981844
3,5,5,0.9670344591140747,1.0,1.0,0,0.0
7,2,2,0.9548182487487793,0.9462868571281433,0.99973064661026,0,287.0905780411471
0,6,6,0.9993698000907898,0.9998499155044556,0.7001404762268066,5,275.3942628305826
4,5,5,0.988138735294342,1.0,0.9669919610023499,2,0.0
2,2,4,0.9933928847312927,1.0,0.993636965751648,3,0.0
7,2,1,0.9964104294776917,0.9516150951385498,0.9998784065246582,0,0.0
3,3,7,0.9985175728797913,0.9999744892120361,0.9999483823776245,0,242.72000329597887
7,3,7,0.5296435356140137,0.9962576627731323,1.0,1,0.0
7,3,9,1.0,0.8979499340057373,0.7483053803443909,1,617.8559702713894
7,2,4,1.0,1.0,0.9999876022338867,0,740.9169994000678
