Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
3,2,2,0.9999998807907104,1.0,1.0,0,182.69920634748252
7,7,2,1.0,0.9999264478683472,1.0,0,592.9392886291142
7,7,2,1.0,1.0,1.0,0,669.3108395954753
7,7,2,0.9997920393943787,0.9999966621398926,1.0,0,791.0145384251797
7,7,2,1.0,0.9991052746772766,1.0,0,450.15663940455215
7,7,2,1.0,0.9989585876464844,1.0,0,353.75980551781174
7,7,2,1.0,1.0,0.9929379820823669,0,430.23365744674135
7,7,2,1.0,0.9999700784683228,0.9979760050773621,0,300.00166666203705
7,7,2,1.0,0.9951924085617065,0.9999994039535522,0,417.5907087088984
3,2,8,0.6683062314987183,0.9999967813491821,0.9993242025375366,0,352.64287884487334
7,7,2,0.9998059868812561,1.0,0.9972096085548401,0,348.93695705671536
7,2,2,0.994490385055542,0.9987208247184753,1.0,0,282.0815484926301
7,7,2,1.0,1.0,1.0,0,451.3069908609881
7,7,2,1.0,1.0,0.9425213932991028,0,230.19774108361707
7,2,2,1.0,0.642629086971283,0.9999996423721313,0,175.56195487633417
7,7,6,1.0,1.0,0.9999980926513672,1,630.320553369474
7,3,2,1.0,0.9999474287033081,0.9999991655349731,0,498.93286121481316
7,7,2,1.0,1.0,1.0,0,829.5974927638101
7,2,2,0.9998829364776611,1.0,1.0,0,266.3813056503778
7,2,2,0.999535083770752,0.9976291060447693,0.9999161958694458,0,554.6548476304881
7,2,2,0.9999889135360718,1.0,0.9973262548446655,0,338.92329515688357
7,7,2,1.0,1.0,0.9999996423721313,0,900.3815857734986
7,7,2,1.0,0.5707369446754456,0.9999874830245972,0,552.6798349858623
7,7,2,0.9999765157699585,1.0,0.9999946355819702,0,531.3953330619305
7,7,5,1.0,1.0,0.9999984502792358,1,785.1560354477318
7,7,2,1.0,1.0,1.0,0,778.182497875659
7,2,2,1.0,1.0,0.9990693926811218,0,257.6955568107452
7,7,5,1.0,1.0,0.9981632828712463,1,440.65519400093314
2,7,2,0.999998927116394,0.7729593515396118,1.0,2,736.4686008242306
7,7,2,1.0,0.9999370574951172,0.5691602230072021,0,518.8005397067354
7,7,2,1.0,1.0,0.9999998807907104,0,473.4638317759869
7,7,2,1.0,0.9687444567680359,1.0,0,545.8717798164694
7,7,2,1.0,1.0,1.0,0,533.0619101005061
7,2,2,0.9807619452476501,1.0,0.9999973773956299,0,6.48074069840786
7,7,2,1.0,0.9970223307609558,1.0,0,882.019841046674
7,2,2,0.9999964237213135,1.0,1.0,0,380.41687659724033
2,7,2,0.9630889892578125,0.591429591178894,0.9959092140197754,0,551.3383716013243
7,7,8,0.9999998807907104,0.9998660087585449,1.0,0,583.8938259649609
7,7,2,1.0,0.998903751373291,0.9993785619735718,0,430.6390600026895
7,7,2,1.0,1.0,0.9999995231628418,0,645.0511607616871
7,7,2,1.0,1.0,0.9999998807907104,0,930.8700231503859
6,7,6,0.9992017149925232,0.9996111989021301,1.0,0,373.8850090602724
7,7,2,1.0,1.0,0.9948776960372925,1,202.83737328214443
7,7,2,1.0,1.0,1.0,0,601.4158295223032
7,7,3,0.9999998807907104,1.0,0.9999927282333374,1,353.6933700255067
7,2,8,0.9998206496238708,0.9999788999557495,0.7571946382522583,0,418.43757001493066
7,7,2,1.0,0.9827393293380737,0.9999591112136841,0,638.679888520063
7,7,2,1.0,1.0,0.9997193217277527,0,368.10596300521945
7,7,2,1.0,1.0,0.9999992847442627,1,387.24798256414454
7,7,2,1.0,1.0,1.0,0,979.2354160261974
7,7,2,1.0,1.0,1.0,0,563.0399630576857
7,7,2,1.0,0.999994158744812,1.0,0,429.6102885173957
7,7,8,1.0,0.9728981256484985,0.9718155860900879,0,499.75493994556973
7,7,2,1.0,0.9999990463256836,0.9999998807907104,0,877.0912153248372
7,7,2,1.0,1.0,0.9452718496322632,0,382.3310084207139
7,7,2,1.0,1.0,0.9999997615814209,0,421.45936933469636
7,7,2,1.0,1.0,0.9999997615814209,0,371.0754640231553
7,7,2,1.0,0.5891961455345154,1.0,0,519.507459041735
7,2,2,0.999839186668396,0.9999711513519287,1.0,0,301.3635678047365
7,2,2,0.6203650832176208,0.9994682669639587,0.9962956309318542,0,704.328048568279
7,7,2,1.0,1.0,0.8218631744384766,0,657.0327236903806
7,7,2,1.0,1.0,0.9999924898147583,0,734.5079985949778
7,7,2,1.0,1.0,0.6216557621955872,0,489.9775505061431
3,7,2,0.9911638498306274,0.9622182250022888,0.9835478663444519,0,410.9184834002968
7,2,2,0.9999929666519165,1.0,0.9999831914901733,0,412.63422058767736
6,2,2,0.6198907494544983,0.8612990975379944,0.6755980849266052,1,384.90648214858635
7,2,2,0.9083625078201294,0.999277651309967,0.9558486342430115,0,322.5662722604457
7,2,2,1.0,0.9999963045120239,1.0,0,187.16035905073488
7,7,2,1.0,1.0,1.0,0,893.578759819189
7,7,2,0.9999998807907104,1.0,0.9998918771743774,0,400.76926029824193
7,7,8,0.952280580997467,0.9999827146530151,0.9996711015701294,0,913.8544741915969
3,2,2,0.9999996423721313,1.0,1.0,0,204.0612653102004
7,7,2,1.0,1.0,0.9999740123748779,0,537.8020081777307
7,7,2,0.9999990463256836,0.9997519850730896,0.958112359046936,0,328.7658741414626
7,7,2,1.0,1.0,0.9994100332260132,0,535.1317594761126
7,7,2,1.0,0.9999994039535522,1.0,0,761.2601395055437
3,2,2,0.5878514051437378,1.0,0.9999998807907104,0,369.4725970894188
