Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,Averaged NC,L2 Distance,Generation Time
nematode,nematode,bubble,0.9992644190788269,0.9975938200950623,0.18629512190818787,18,0.04324672239803229,38764.838900735806,49.907794800000005
spiny_lobster,spiny_lobster,miniature_pinscher,0.6445655226707458,0.8260234594345093,0.15643681585788727,0,0.05911047778456342,47997.170739534224,6.511577699999975
lycaenid,lacewing,window_screen,0.4828636646270752,0.6244236826896667,0.5754041075706482,0,0.06243096828485773,32889.15897374088,6.8660547000000065
toilet_seat,toilet_seat,toilet_seat,0.7849334478378296,0.7783219814300537,0.820857048034668,19,0,0,52.79804330000002
Irish_wolfhound,kuvasz,pug,0.7493018507957458,0.4936622977256775,0.9955639839172363,0,0.06940383123470788,49632.620372089965,6.745671200000004
dishwasher,dishwasher,rotisserie,0.9997444748878479,0.9962050318717957,0.6962577104568481,5,0.07199023962029742,84171.82080720364,19.066398100000015
golf_ball,golf_ball,web_site,0.8948090076446533,0.999822199344635,0.2335004210472107,0,0.0731237925397533,53361.12659980109,7.078852400000017
bannister,bannister,window_screen,0.40912193059921265,0.46999168395996094,0.28241845965385437,0,0.07595771319351326,60229.96173832422,7.11274880000002
borzoi,kuvasz,lighter,0.9964644908905029,0.773942232131958,0.9489777088165283,1,0.07601360110823845,49632.620372089965,9.666716500000007
submarine,submarine,submarine,0.7064228653907776,0.6863679885864258,0.7982153296470642,19,0,0,54.129826099999946
dung_beetle,dung_beetle,dung_beetle,0.9851018190383911,0.9674248099327087,0.6292648315429688,19,0,0,54.23398980000002
weevil,weevil,long-horned_beetle,0.9818764925003052,0.8536437749862671,0.39761969447135925,19,0.07613735685821371,24225.434072478452,53.66762790000007
megalith,megalith,shovel,1.0,1.0,0.2726902365684509,0,0.07625424004976966,37559.003115098785,7.498473300000001
bobsled,bobsled,fire_screen,1.0,0.999998927116394,0.9999946355819702,0,0.07635001036760568,56187.10194519735,7.551315900000077
obelisk,obelisk,obelisk,0.9959657192230225,0.9899057745933533,0.9566590189933777,19,0,0,54.66049249999992
standard_poodle,standard_poodle,standard_poodle,0.9964796900749207,0.9938410520553589,0.9382464289665222,19,0,0,54.68445710000003
black_swan,black_swan,bubble,1.0,1.0,0.40605148673057556,0,0.07646684240144537,56905.32557678587,7.726945200000046
drilling_platform,drilling_platform,drilling_platform,0.9040735960006714,0.9348860383033752,0.9034491181373596,19,0,0,55.955550100000096
turnstile,turnstile,fire_screen,0.6634387373924255,0.9999936819076538,0.9999685287475586,0,0.07654889533850619,35966.872174266144,8.175792000000001
promontory,promontory,promontory,0.6377289891242981,0.7239716649055481,0.9616669416427612,19,0,0,55.599414000000024
golfcart,golfcart,golfcart,1.0,1.0,0.999806821346283,19,0,0,56.12603130000002
park_bench,park_bench,park_bench,0.9999197721481323,0.9996082186698914,0.9991620779037476,19,0,0,56.115080600000056
teddy,teddy,teddy,0.9987758994102478,0.9651901125907898,0.5301865339279175,19,0,0,56.37760750000007
