Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
3,5,5,0.9286251664161682,1.0,1.0,0,765.333914053206
7,5,5,0.8870559930801392,0.9934113621711731,1.0,2,827.7125104769167
5,2,8,0.5825355052947998,0.9919805526733398,0.8648643493652344,1,385.66825122117586
7,3,4,0.9306936264038086,0.5025649666786194,0.999982476234436,1,886.1134238910953
4,7,4,0.7213605046272278,1.0,0.7798683047294617,0,504.1160580659973
7,7,1,0.541282594203949,1.0,0.7063910365104675,1,105.1094667477673
4,9,4,0.9995695948600769,0.7308950424194336,1.0,1,0.0
6,9,1,0.8366038799285889,0.9025900959968567,0.7478803992271423,0,0.0
3,3,7,0.5427591800689697,0.9999998807907104,0.9999982118606567,1,520.1374818257189
1,2,4,0.999992847442627,1.0,0.9999990463256836,0,0.0
7,7,8,0.8400054574012756,0.9990168809890747,0.6152446269989014,2,57.0
2,5,5,0.7753745913505554,0.9675479531288147,1.0,1,882.9167571181329
7,3,5,0.9982460737228394,0.9999885559082031,0.9886881709098816,3,905.135348994834
7,3,7,0.9999997615814209,0.8131625056266785,0.9932394027709961,3,0.0
7,2,4,0.9959373474121094,0.8765808343887329,1.0,4,907.5599153774917
0,9,7,0.9995379447937012,0.9990774393081665,1.0,1,779.2849286365033
4,9,4,0.9995425939559937,1.0,0.999993085861206,0,0.0
7,2,1,0.99996018409729,0.9861971735954285,0.5095312595367432,5,0.0
4,7,4,0.9879401922225952,1.0,0.9988429546356201,1,364.4214593022754
1,9,7,0.8674730062484741,0.9116554856300354,0.9999967813491821,0,683.6600032179739
4,0,0,0.9454419612884521,0.991385817527771,0.4861915409564972,0,0.0
4,5,5,0.658798336982727,0.9992765784263611,0.9992771744728088,2,0.0
8,2,8,0.999450147151947,0.9814184904098511,0.9999995231628418,0,0.0
6,4,4,0.5850300788879395,0.9984548091888428,0.9809118509292603,0,102.0
4,2,4,0.9999996423721313,0.9999954700469971,1.0,7,1193.7612826691943
7,7,1,0.9999275207519531,1.0,0.999994158744812,9,446.323873437216
3,5,5,0.9990155696868896,0.9550411701202393,0.9999998807907104,0,324.96461345814254
6,5,5,0.5579880475997925,1.0,0.9995868802070618,2,973.7602374301387
4,9,7,0.9927206039428711,1.0,0.9999998807907104,1,836.8273418095276
