Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
8,8,4,0.9912785887718201,0.9993088245391846,0.6371211409568787,8,2523.207086229745
3,7,7,0.8778798580169678,0.8793278336524963,0.9083478450775146,2,3514.4840304090158
2,2,4,0.8233973383903503,0.9999983310699463,0.997108519077301,3,2347.738273317535
8,6,4,0.9760690927505493,0.999427080154419,0.9966976642608643,8,2608.6914344168804
2,2,8,0.9966480135917664,0.9999858140945435,0.5725414156913757,1,2340.862020709465
2,2,4,0.9708092212677002,0.9998737573623657,0.8337382078170776,1,2232.6473075700965
2,0,0,0.5376052260398865,0.9786790013313293,0.9958511590957642,5,2116.192807850929
3,1,1,0.533585786819458,0.5433008074760437,0.9003534913063049,2,2821.193010057979
8,1,1,0.6352853178977966,0.9859112501144409,0.944949209690094,2,3659.2530658592063
8,2,4,0.9527050256729126,0.747467041015625,0.8273801803588867,2,1634.7229123004302
2,2,8,0.9770581722259521,0.9999958276748657,0.9995213747024536,3,2784.092491279699
8,6,4,0.999422550201416,0.999916672706604,0.9974218606948853,1,3449.989999985507
3,7,7,0.9926623106002808,0.8980864882469177,0.7647884488105774,2,2163.2408557532376
8,8,4,0.950149655342102,0.9991729855537415,0.78884357213974,9,2973.0346449377275
8,8,4,0.9999998807907104,0.9999850988388062,0.7527930736541748,8,2831.0955476634836
3,7,7,0.9901599287986755,0.9864213466644287,0.985470175743103,1,2968.9018171707867
8,4,4,0.9672994017601013,0.9958392381668091,0.9999656677246094,1,2797.753741843624
8,9,4,0.6676622033119202,0.9966758489608765,0.5289101600646973,0,3056.8233511277685
