Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
4,7,2,0.7043372392654419,0.5558393001556396,0.9799026846885681,0,0.0
7,7,1,0.9967247843742371,0.7996335029602051,0.9500545263290405,0,0.0
7,2,8,0.989636242389679,0.9990329742431641,0.5724914073944092,0,0.0
4,8,5,0.9999967813491821,0.9981855750083923,0.9869124889373779,1,0.0
3,3,2,0.9951145648956299,0.6315997838973999,0.999582827091217,0,0.0
0,3,2,0.9849615097045898,1.0,0.9810149669647217,1,49.0
0,7,2,0.5347780585289001,0.999998927116394,0.9939602613449097,1,810.7484196716019
0,5,5,0.9790777564048767,0.9999531507492065,1.0,2,1013.7706841293054
2,5,5,0.899741530418396,0.5005578994750977,1.0,6,0.0
7,3,4,0.9999904632568359,0.9995755553245544,0.9999972581863403,3,676.8190304653084
3,2,2,0.8942084312438965,0.9984593391418457,0.9999998807907104,0,615.39499510477
7,4,8,0.7044168710708618,0.4868711531162262,0.860080897808075,0,0.0
5,3,7,0.925033688545227,0.9999709129333496,0.9998394250869751,7,116.05602095539895
7,2,1,0.9933626651763916,0.4900083541870117,0.9999812841415405,1,559.668651971861
2,5,5,0.5163379907608032,0.9455740451812744,0.9999841451644897,4,692.6997906741419
1,3,4,0.9213636517524719,1.0,1.0,0,271.77932224508913
8,7,2,0.9572212100028992,0.8624676465988159,0.9168665409088135,1,0.0
0,9,9,0.9999984502792358,0.9902832508087158,0.9813946485519409,0,0.0
0,9,9,0.9849404692649841,0.9999083280563354,0.9985411167144775,0,0.0
4,3,7,0.6729894280433655,1.0,0.7778581976890564,2,0.0
7,2,7,0.6308075189590454,0.5459784865379333,0.9735599160194397,2,235.01702066020664
2,9,5,0.9984671473503113,0.5853407382965088,0.7958073616027832,2,184.08965207202712
4,3,7,0.7442544102668762,0.9996269941329956,0.9990646243095398,0,41.0
2,2,5,0.9992424249649048,0.9975334405899048,1.0,4,328.8753563281992
4,6,6,0.9999977350234985,1.0,0.91053307056427,0,0.0
7,2,4,0.7076182961463928,1.0,0.9146825671195984,3,656.8127587067718
0,9,7,0.9991281628608704,0.9999997615814209,0.9807091951370239,1,0.0
6,7,6,1.0,0.9999992847442627,0.9999918937683105,2,0.0
6,7,1,1.0,0.9999974966049194,0.8454911708831787,1,396.7228251563048
