Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
7,7,5,1.0,1.0,0.9999909400939941,4,274.0091239356821
7,2,8,0.9877150058746338,1.0,0.9999997615814209,1,614.7877682582828
7,7,5,1.0,1.0,0.6328378915786743,6,138.30401295696376
7,7,8,1.0,1.0,1.0,2,297.6927946726289
7,7,2,0.7347988486289978,1.0,0.9842376112937927,0,780.4114299521759
7,7,2,1.0,1.0,0.9999563694000244,0,735.4964309906609
7,2,2,1.0,0.9994577765464783,1.0,0,365.301245549478
7,7,2,0.9999843835830688,0.9896702170372009,0.9999542236328125,0,506.95956446249244
7,7,2,1.0,1.0,0.9925047159194946,0,590.894237575558
7,2,2,1.0,0.9969893097877502,0.9999998807907104,0,338.25582034903704
7,7,2,1.0,1.0,1.0,0,436.19949564390834
7,7,2,1.0,1.0,1.0,0,743.7714702783376
7,7,2,0.9684789180755615,0.999998927116394,0.6913511753082275,0,228.08331810985212
7,7,2,1.0,1.0,1.0,0,684.3785502191021
7,7,2,1.0,1.0,0.994950532913208,0,543.5163291015275
7,7,2,1.0,0.9947910308837891,1.0,0,770.175953922219
0,2,0,0.7415291666984558,0.9915575981140137,0.999453604221344,0,452.17474498251227
7,7,2,1.0,1.0,0.7150572538375854,1,604.1117446300808
7,7,2,1.0,1.0,1.0,0,905.7505175267636
7,7,2,0.9999997615814209,0.7907513380050659,1.0,0,870.2057228035219
7,7,2,1.0,1.0,0.9335756897926331,0,684.424575829945
7,7,2,1.0,1.0,0.997946560382843,0,1134.8925059229177
3,2,2,0.9987369179725647,1.0,0.9994450211524963,4,59.38013135721409
7,7,2,1.0,1.0,1.0,0,961.1914481517197
6,2,8,0.9548609256744385,0.9995400905609131,0.5876896381378174,0,256.169865518956
7,7,2,1.0,0.9978532195091248,0.9999526739120483,0,582.8644782451578
7,7,2,0.9899575114250183,1.0,1.0,0,949.1806993402257
7,7,2,1.0,1.0,1.0,0,695.8685220643337
