Prediction 1,Prediction 2,Prediction 3,Sureness 1,Sureness 2,Sureness 3,Iter Num,L2 Distance
8,4,4,0.56839519739151,0.9982969164848328,1.0,2,2751.575366948905
2,2,9,0.9990915060043335,0.999992847442627,0.5677658915519714,2,2354.068180830793
3,7,7,0.9939186573028564,0.8802335262298584,0.6482377648353577,6,2157.9626966191977
3,7,7,0.6446667313575745,0.687757134437561,0.9881212711334229,2,2287.037603538691
8,8,4,0.999936580657959,0.9999808073043823,0.616100013256073,6,2473.517737959443
8,6,4,0.902177095413208,0.9999923706054688,0.9999872446060181,1,2326.808543907298
8,3,8,0.5754936337471008,0.505793571472168,0.9899573922157288,3,2536.2817272535003
8,1,1,0.7669674754142761,0.9034345746040344,0.9746714234352112,2,3074.257146043577
3,3,8,0.9939696788787842,0.9995792508125305,0.573077917098999,5,3441.6342048509455
8,1,1,0.6824320554733276,0.40845298767089844,0.48333027958869934,2,2253.773280523132
8,6,4,0.9927894473075867,0.9999984502792358,0.9999047517776489,2,2800.9300241169894
8,8,4,0.9874309301376343,0.999643087387085,0.6007468700408936,9,2143.84700946686
3,7,7,0.8601812720298767,0.7075422406196594,0.8073079586029053,3,2982.7807495690995
3,8,4,0.6112456321716309,0.9846754670143127,0.7107948660850525,5,1340.1287251603856
2,2,4,0.9881886839866638,0.9999736547470093,0.9976983666419983,2,2263.2271207282756
3,9,9,0.8269443511962891,0.9997860789299011,0.9988229870796204,0,4135.942818753663
2,2,4,0.5205621123313904,0.746518075466156,0.6596171259880066,2,1805.9761903192411
8,4,4,0.611535370349884,0.9658089280128479,0.9999817609786987,1,3695.8329237128673
